plang,prompt_id,category,level,target_smells,syntax_ok,n_error_nodes,loc,n_smells,smells_found,target_covered,target_hit,model,lang
python,speculative_generality_intermediate_005,speculative_generality,intermediate,Speculative Generality,0,3,77,0,,0,,granite-3b-code,fr
python,switch_statements_advanced_001,switch_statements,advanced,Switch Statements,1,0,17,8,Long Method;Long Parameter List;Magic Numbers/Strings,1,0,granite-3b-code,fr
python,switch_statements_advanced_002,switch_statements,advanced,Switch Statements,1,0,7,3,Long Parameter List;Magic Numbers/Strings,1,0,granite-3b-code,fr
python,switch_statements_advanced_003,switch_statements,advanced,Switch Statements,1,0,19,3,Long Method;Long Parameter List;Switch Statements,1,1,granite-3b-code,fr
python,switch_statements_advanced_004,switch_statements,advanced,Switch Statements,1,0,70,3,Deep Nesting;Long Method;Long Parameter List,1,0,granite-3b-code,fr
python,switch_statements_advanced_005,switch_statements,advanced,Switch Statements,1,0,12,1,Long Parameter List,1,0,granite-3b-code,fr
python,switch_statements_advanced_006,switch_statements,advanced,Switch Statements,1,0,17,8,Long Method;Long Parameter List;Magic Numbers/Strings,1,0,granite-3b-code,fr
python,switch_statements_basic_001,switch_statements,basic,Switch Statements,1,0,13,6,Magic Numbers/Strings;Switch Statements,1,1,granite-3b-code,fr
python,switch_statements_basic_002,switch_statements,basic,Switch Statements,1,0,13,6,Magic Numbers/Strings;Switch Statements,1,1,granite-3b-code,fr
python,switch_statements_basic_003,switch_statements,basic,Switch Statements,1,0,19,2,Long Method;Switch Statements,1,1,granite-3b-code,fr
python,switch_statements_basic_004,switch_statements,basic,Switch Statements,1,0,13,1,Switch Statements,1,1,granite-3b-code,fr
python,switch_statements_basic_005,switch_statements,basic,Switch Statements,1,0,9,5,Magic Numbers/Strings;Switch Statements,1,1,granite-3b-code,fr
python,switch_statements_basic_006,switch_statements,basic,Switch Statements,1,0,18,2,Long Method;Switch Statements,1,1,granite-3b-code,fr
python,switch_statements_intermediate_001,switch_statements,intermediate,Switch Statements,1,0,9,1,Switch Statements,1,1,granite-3b-code,fr
python,switch_statements_intermediate_002,switch_statements,intermediate,Switch Statements,1,0,31,2,Long Method;Switch Statements,1,1,granite-3b-code,fr
python,switch_statements_intermediate_003,switch_statements,intermediate,Switch Statements,1,0,19,2,Long Method;Switch Statements,1,1,granite-3b-code,fr
python,switch_statements_intermediate_004,switch_statements,intermediate,Switch Statements,1,0,17,1,Long Method,1,0,granite-3b-code,fr
python,switch_statements_intermediate_005,switch_statements,intermediate,Switch Statements,1,0,9,1,Switch Statements,1,1,granite-3b-code,fr
python,switch_statements_intermediate_006,switch_statements,intermediate,Switch Statements,1,0,9,1,Switch Statements,1,1,granite-3b-code,fr
python,temporary_field_advanced_001,temporary_field,advanced,Temporary Field,0,1,1,0,,0,,granite-3b-code,fr
python,temporary_field_advanced_002,temporary_field,advanced,Temporary Field,1,0,29,1,Long Method,0,,granite-3b-code,fr
python,temporary_field_advanced_003,temporary_field,advanced,Temporary Field,1,0,11,1,Long Parameter List,0,,granite-3b-code,fr
python,temporary_field_advanced_004,temporary_field,advanced,Temporary Field,1,0,29,0,,0,,granite-3b-code,fr
python,temporary_field_advanced_005,temporary_field,advanced,Temporary Field,0,1,1,0,,0,,granite-3b-code,fr
python,temporary_field_basic_001,temporary_field,basic,Temporary Field,1,0,9,0,,0,,granite-3b-code,fr
python,temporary_field_basic_002,temporary_field,basic,Temporary Field,1,0,22,1,Magic Numbers/Strings,0,,granite-3b-code,fr
python,temporary_field_basic_003,temporary_field,basic,Temporary Field,1,0,18,0,,0,,granite-3b-code,fr
python,temporary_field_basic_004,temporary_field,basic,Temporary Field,1,0,12,1,Magic Numbers/Strings,0,,granite-3b-code,fr
python,temporary_field_basic_005,temporary_field,basic,Temporary Field,1,0,9,1,Long Parameter List,0,,granite-3b-code,fr
python,temporary_field_basic_006,temporary_field,basic,Temporary Field,1,0,9,0,,0,,granite-3b-code,fr
python,temporary_field_intermediate_001,temporary_field,intermediate,Temporary Field,1,0,45,1,Long Parameter List,0,,granite-3b-code,fr
python,temporary_field_intermediate_002,temporary_field,intermediate,Temporary Field,1,0,8,1,Long Parameter List,0,,granite-3b-code,fr
python,temporary_field_intermediate_003,temporary_field,intermediate,Temporary Field,1,0,8,1,Long Parameter List,0,,granite-3b-code,fr
python,temporary_field_intermediate_004,temporary_field,intermediate,Temporary Field,1,0,7,1,Long Parameter List,0,,granite-3b-code,fr
python,temporary_field_intermediate_005,temporary_field,intermediate,Temporary Field,1,0,44,11,God Class / Large Class;Magic Numbers/Strings,0,,granite-3b-code,fr
python,alternative_classes_different_interfaces_advanced_001,alternative_classes_different_interfaces,advanced,Alternative Classes with Different Interfaces,1,0,45,3,Magic Numbers/Strings,0,,granite-3b-code,zh
python,alternative_classes_different_interfaces_advanced_002,alternative_classes_different_interfaces,advanced,Alternative Classes with Different Interfaces,1,0,9,0,,0,,granite-3b-code,zh
python,alternative_classes_different_interfaces_advanced_003,alternative_classes_different_interfaces,advanced,Alternative Classes with Different Interfaces,1,0,9,0,,0,,granite-3b-code,zh
python,alternative_classes_different_interfaces_advanced_004,alternative_classes_different_interfaces,advanced,Alternative Classes with Different Interfaces,1,0,19,0,,0,,granite-3b-code,zh
python,alternative_classes_different_interfaces_advanced_005,alternative_classes_different_interfaces,advanced,Alternative Classes with Different Interfaces,1,0,18,0,,0,,granite-3b-code,zh
python,alternative_classes_different_interfaces_basic_001,alternative_classes_different_interfaces,basic,Alternative Classes with Different Interfaces,1,0,12,0,,0,,granite-3b-code,zh
python,alternative_classes_different_interfaces_basic_002,alternative_classes_different_interfaces,basic,Alternative Classes with Different Interfaces,1,0,14,0,,0,,granite-3b-code,zh
python,alternative_classes_different_interfaces_basic_003,alternative_classes_different_interfaces,basic,Alternative Classes with Different Interfaces,1,0,11,0,,0,,granite-3b-code,zh
python,alternative_classes_different_interfaces_basic_004,alternative_classes_different_interfaces,basic,Alternative Classes with Different Interfaces,1,0,13,0,,0,,granite-3b-code,zh
python,alternative_classes_different_interfaces_basic_005,alternative_classes_different_interfaces,basic,Alternative Classes with Different Interfaces,1,0,15,0,,0,,granite-3b-code,zh
python,alternative_classes_different_interfaces_basic_006,alternative_classes_different_interfaces,basic,Alternative Classes with Different Interfaces,1,0,12,0,,0,,granite-3b-code,zh
python,alternative_classes_different_interfaces_intermediate_001,alternative_classes_different_interfaces,intermediate,Alternative Classes with Different Interfaces,1,0,20,0,,0,,granite-3b-code,zh
python,alternative_classes_different_interfaces_intermediate_002,alternative_classes_different_interfaces,intermediate,Alternative Classes with Different Interfaces,1,0,20,0,,0,,granite-3b-code,zh
python,alternative_classes_different_interfaces_intermediate_003,alternative_classes_different_interfaces,intermediate,Alternative Classes with Different Interfaces,1,0,9,0,,0,,granite-3b-code,zh
python,alternative_classes_different_interfaces_intermediate_004,alternative_classes_different_interfaces,intermediate,Alternative Classes with Different Interfaces,1,0,12,0,,0,,granite-3b-code,zh
python,alternative_classes_different_interfaces_intermediate_005,alternative_classes_different_interfaces,intermediate,Alternative Classes with Different Interfaces,1,0,21,0,,0,,granite-3b-code,zh
python,comments_smell_advanced_001,comments_smell,advanced,Comments (as smell indicator),1,0,70,19,Long Parameter List;Magic Numbers/Strings,0,,granite-3b-code,zh
python,comments_smell_advanced_002,comments_smell,advanced,Comments (as smell indicator),1,0,37,2,Deep Nesting;Long Method,0,,granite-3b-code,zh
python,comments_smell_advanced_003,comments_smell,advanced,Comments (as smell indicator),0,134,18,0,,0,,granite-3b-code,zh
python,comments_smell_advanced_004,comments_smell,advanced,Comments (as smell indicator),0,1,1,0,,0,,granite-3b-code,zh
python,comments_smell_basic_001,comments_smell,basic,Comments (as smell indicator),1,0,5,0,,0,,granite-3b-code,zh
python,comments_smell_basic_002,comments_smell,basic,Comments (as smell indicator),1,0,11,0,,0,,granite-3b-code,zh
python,comments_smell_basic_003,comments_smell,basic,Comments (as smell indicator),1,0,20,0,,0,,granite-3b-code,zh
python,comments_smell_basic_004,comments_smell,basic,Comments (as smell indicator),1,0,2,0,,0,,granite-3b-code,zh
python,comments_smell_basic_005,comments_smell,basic,Comments (as smell indicator),1,0,12,0,,0,,granite-3b-code,zh
python,comments_smell_intermediate_001,comments_smell,intermediate,Comments (as smell indicator),1,0,17,6,Magic Numbers/Strings,0,,granite-3b-code,zh
python,comments_smell_intermediate_002,comments_smell,intermediate,Comments (as smell indicator),1,0,35,0,,0,,granite-3b-code,zh
python,comments_smell_intermediate_003,comments_smell,intermediate,Comments (as smell indicator),0,2,84,1,Long Method,0,,granite-3b-code,zh
python,comments_smell_intermediate_004,comments_smell,intermediate,Comments (as smell indicator),1,0,18,1,Magic Numbers/Strings,0,,granite-3b-code,zh
python,comments_smell_intermediate_005,comments_smell,intermediate,Comments (as smell indicator),1,0,14,0,,0,,granite-3b-code,zh
python,data_class_advanced_001,data_class,advanced,Data Class,1,0,53,2,God Class / Large Class;Long Parameter List,0,,granite-3b-code,zh
python,data_class_advanced_002,data_class,advanced,Data Class,0,315,1,0,,0,,granite-3b-code,zh
python,data_class_advanced_003,data_class,advanced,Data Class,1,0,26,1,Long Parameter List,0,,granite-3b-code,zh
python,data_class_advanced_004,data_class,advanced,Data Class,1,0,42,2,God Class / Large Class;Long Parameter List,0,,granite-3b-code,zh
python,data_class_advanced_005,data_class,advanced,Data Class,1,0,23,1,Long Parameter List,0,,granite-3b-code,zh
python,data_class_basic_001,data_class,basic,Data Class,1,0,22,1,Long Parameter List,0,,granite-3b-code,zh
python,data_class_basic_002,data_class,basic,Data Class,1,0,8,1,Long Parameter List,0,,granite-3b-code,zh
python,data_class_basic_003,data_class,basic,Data Class,1,0,27,2,God Class / Large Class;Long Parameter List,0,,granite-3b-code,zh
python,data_class_basic_004,data_class,basic,Data Class,1,0,13,1,Long Parameter List,0,,granite-3b-code,zh
python,data_class_basic_005,data_class,basic,Data Class,1,0,14,0,,0,,granite-3b-code,zh
python,data_class_basic_006,data_class,basic,Data Class,1,0,22,1,Long Parameter List,0,,granite-3b-code,zh
python,data_class_intermediate_001,data_class,intermediate,Data Class,1,0,27,1,Long Parameter List,0,,granite-3b-code,zh
python,data_class_intermediate_002,data_class,intermediate,Data Class,1,0,24,1,Long Parameter List,0,,granite-3b-code,zh
python,data_class_intermediate_003,data_class,intermediate,Data Class,1,0,47,2,God Class / Large Class;Long Parameter List,0,,granite-3b-code,zh
python,data_class_intermediate_004,data_class,intermediate,Data Class,1,0,58,2,God Class / Large Class;Long Parameter List,0,,granite-3b-code,zh
python,data_class_intermediate_005,data_class,intermediate,Data Class,1,0,40,2,God Class / Large Class;Long Parameter List,0,,granite-3b-code,zh
python,data_clumps_advanced_001,data_clumps,advanced,Data Clumps,1,0,25,1,Long Parameter List,0,,granite-3b-code,zh
python,data_clumps_advanced_002,data_clumps,advanced,Data Clumps,0,1,88,8,Long Method;Long Parameter List,0,,granite-3b-code,zh
python,data_clumps_advanced_003,data_clumps,advanced,Data Clumps,1,0,23,1,Long Parameter List,0,,granite-3b-code,zh
python,data_clumps_advanced_004,data_clumps,advanced,Data Clumps,1,0,26,1,Long Parameter List,0,,granite-3b-code,zh
python,data_clumps_advanced_005,data_clumps,advanced,Data Clumps,1,0,25,1,Long Parameter List,0,,granite-3b-code,zh
python,data_clumps_advanced_006,data_clumps,advanced,Data Clumps,0,1,88,8,Long Method;Long Parameter List,0,,granite-3b-code,zh
python,data_clumps_basic_001,data_clumps,basic,Data Clumps,1,0,17,1,Long Parameter List,0,,granite-3b-code,zh
python,data_clumps_basic_002,data_clumps,basic,Data Clumps,1,0,9,0,,0,,granite-3b-code,zh
python,data_clumps_basic_003,data_clumps,basic,Data Clumps,1,0,14,2,Long Parameter List;Magic Numbers/Strings,0,,granite-3b-code,zh
python,data_clumps_basic_004,data_clumps,basic,Data Clumps,1,0,17,2,Long Parameter List,0,,granite-3b-code,zh
python,data_clumps_basic_005,data_clumps,basic,Data Clumps,1,0,8,0,,0,,granite-3b-code,zh
python,data_clumps_basic_006,data_clumps,basic,Data Clumps,1,0,26,1,Magic Numbers/Strings,0,,granite-3b-code,zh
python,data_clumps_intermediate_001,data_clumps,intermediate,Data Clumps,0,1,41,2,Long Parameter List,0,,granite-3b-code,zh
python,data_clumps_intermediate_002,data_clumps,intermediate,Data Clumps,0,2,37,4,Long Parameter List;Magic Numbers/Strings,0,,granite-3b-code,zh
python,data_clumps_intermediate_003,data_clumps,intermediate,Data Clumps,0,4,138,6,God Class / Large Class;Long Parameter List,0,,granite-3b-code,zh
python,data_clumps_intermediate_004,data_clumps,intermediate,Data Clumps,1,0,18,1,Long Parameter List,0,,granite-3b-code,zh
python,data_clumps_intermediate_005,data_clumps,intermediate,Data Clumps,1,0,51,0,,0,,granite-3b-code,zh
python,data_clumps_intermediate_006,data_clumps,intermediate,Data Clumps,0,1,41,2,Long Parameter List,0,,granite-3b-code,zh
python,dead_code_advanced_001,dead_code,advanced,Dead Code,1,0,88,1,Long Method,0,,granite-3b-code,zh
python,dead_code_advanced_002,dead_code,advanced,Dead Code,0,1,43,2,Magic Numbers/Strings,0,,granite-3b-code,zh
python,dead_code_advanced_003,dead_code,advanced,Dead Code,1,0,288,0,,0,,granite-3b-code,zh
python,dead_code_advanced_004,dead_code,advanced,Dead Code,1,0,158,2,God Class / Large Class,0,,granite-3b-code,zh
python,dead_code_advanced_005,dead_code,advanced,Dead Code,1,0,88,1,Long Method,0,,granite-3b-code,zh
python,dead_code_basic_001,dead_code,basic,Dead Code,1,0,8,0,,0,,granite-3b-code,zh
python,dead_code_basic_002,dead_code,basic,Dead Code,1,0,6,0,,0,,granite-3b-code,zh
python,dead_code_basic_003,dead_code,basic,Dead Code,1,0,13,0,,0,,granite-3b-code,zh
python,dead_code_basic_004,dead_code,basic,Dead Code,1,0,6,0,,0,,granite-3b-code,zh
python,dead_code_basic_005,dead_code,basic,Dead Code,1,0,22,0,,0,,granite-3b-code,zh
python,dead_code_basic_006,dead_code,basic,Dead Code,1,0,8,0,,0,,granite-3b-code,zh
python,dead_code_intermediate_001,dead_code,intermediate,Dead Code,1,0,43,2,Magic Numbers/Strings,0,,granite-3b-code,zh
python,dead_code_intermediate_002,dead_code,intermediate,Dead Code,1,0,13,1,Magic Numbers/Strings,0,,granite-3b-code,zh
python,dead_code_intermediate_003,dead_code,intermediate,Dead Code,1,0,36,0,,0,,granite-3b-code,zh
python,dead_code_intermediate_004,dead_code,intermediate,Dead Code,1,0,185,1,Long Method,0,,granite-3b-code,zh
python,dead_code_intermediate_005,dead_code,intermediate,Dead Code,1,0,31,0,,0,,granite-3b-code,zh
python,deep_nesting_advanced_001,deep_nesting,advanced,Deep Nesting,1,0,5,1,Long Parameter List,1,0,granite-3b-code,zh
python,deep_nesting_advanced_002,deep_nesting,advanced,Deep Nesting,1,0,5,1,Long Parameter List,1,0,granite-3b-code,zh
python,deep_nesting_advanced_003,deep_nesting,advanced,Deep Nesting,1,0,5,0,,1,0,granite-3b-code,zh
python,deep_nesting_advanced_004,deep_nesting,advanced,Deep Nesting,1,0,15,0,,1,0,granite-3b-code,zh
python,deep_nesting_advanced_005,deep_nesting,advanced,Deep Nesting,1,0,5,1,Long Parameter List,1,0,granite-3b-code,zh
python,deep_nesting_advanced_006,deep_nesting,advanced,Deep Nesting,1,0,5,1,Long Parameter List,1,0,granite-3b-code,zh
python,deep_nesting_basic_001,deep_nesting,basic,Deep Nesting,1,0,17,14,Long Method;Magic Numbers/Strings;Switch Statements,1,0,granite-3b-code,zh
python,deep_nesting_basic_002,deep_nesting,basic,Deep Nesting,1,0,8,1,Deep Nesting,1,1,granite-3b-code,zh
python,deep_nesting_basic_003,deep_nesting,basic,Deep Nesting,1,0,8,2,Deep Nesting;Long Parameter List,1,1,granite-3b-code,zh
python,deep_nesting_basic_004,deep_nesting,basic,Deep Nesting,1,0,6,0,,1,0,granite-3b-code,zh
python,deep_nesting_basic_005,deep_nesting,basic,Deep Nesting,1,0,3,1,Magic Numbers/Strings,1,0,granite-3b-code,zh
python,deep_nesting_basic_006,deep_nesting,basic,Deep Nesting,1,0,17,14,Long Method;Magic Numbers/Strings;Switch Statements,1,0,granite-3b-code,zh
python,deep_nesting_intermediate_001,deep_nesting,intermediate,Deep Nesting,1,0,15,0,,1,0,granite-3b-code,zh
python,deep_nesting_intermediate_002,deep_nesting,intermediate,Deep Nesting,1,0,5,1,Magic Numbers/Strings,1,0,granite-3b-code,zh
python,deep_nesting_intermediate_003,deep_nesting,intermediate,Deep Nesting,1,0,28,2,Long Parameter List;Magic Numbers/Strings,1,0,granite-3b-code,zh
python,deep_nesting_intermediate_004,deep_nesting,intermediate,Deep Nesting,1,0,14,0,,1,0,granite-3b-code,zh
python,deep_nesting_intermediate_005,deep_nesting,intermediate,Deep Nesting,1,0,26,0,,1,0,granite-3b-code,zh
python,deep_nesting_intermediate_006,deep_nesting,intermediate,Deep Nesting,1,0,15,0,,1,0,granite-3b-code,zh
python,duplicated_code_advanced_001,duplicated_code,advanced,Duplicated Code,1,0,78,13,Long Method;Magic Numbers/Strings,0,,granite-3b-code,zh
python,duplicated_code_advanced_002,duplicated_code,advanced,Duplicated Code,1,0,102,9,Magic Numbers/Strings,0,,granite-3b-code,zh
python,duplicated_code_advanced_003,duplicated_code,advanced,Duplicated Code,1,0,7,0,,0,,granite-3b-code,zh
python,duplicated_code_advanced_004,duplicated_code,advanced,Duplicated Code,0,5,126,0,,0,,granite-3b-code,zh
python,duplicated_code_advanced_005,duplicated_code,advanced,Duplicated Code,1,0,9,0,,0,,granite-3b-code,zh
python,duplicated_code_advanced_006,duplicated_code,advanced,Duplicated Code,1,0,78,13,Long Method;Magic Numbers/Strings,0,,granite-3b-code,zh
python,duplicated_code_basic_001,duplicated_code,basic,Duplicated Code,1,0,10,0,,0,,granite-3b-code,zh
python,duplicated_code_basic_002,duplicated_code,basic,Duplicated Code,1,0,6,3,Magic Numbers/Strings,0,,granite-3b-code,zh
python,duplicated_code_basic_003,duplicated_code,basic,Duplicated Code,0,2,1,0,,0,,granite-3b-code,zh
python,duplicated_code_basic_004,duplicated_code,basic,Duplicated Code,1,0,28,0,,0,,granite-3b-code,zh
python,duplicated_code_basic_005,duplicated_code,basic,Duplicated Code,1,0,22,2,Magic Numbers/Strings,0,,granite-3b-code,zh
python,duplicated_code_basic_006,duplicated_code,basic,Duplicated Code,1,0,19,0,,0,,granite-3b-code,zh
python,duplicated_code_basic_007,duplicated_code,basic,Duplicated Code,1,0,10,0,,0,,granite-3b-code,zh
python,duplicated_code_intermediate_001,duplicated_code,intermediate,Duplicated Code,1,0,67,9,Long Method;Long Parameter List;Magic Numbers/Strings,0,,granite-3b-code,zh
python,duplicated_code_intermediate_002,duplicated_code,intermediate,Duplicated Code,1,0,33,0,,0,,granite-3b-code,zh
python,duplicated_code_intermediate_003,duplicated_code,intermediate,Duplicated Code,1,0,43,0,,0,,granite-3b-code,zh
python,duplicated_code_intermediate_004,duplicated_code,intermediate,Duplicated Code,1,0,6,0,,0,,granite-3b-code,zh
python,duplicated_code_intermediate_005,duplicated_code,intermediate,Duplicated Code,1,0,24,0,,0,,granite-3b-code,zh
python,duplicated_code_intermediate_006,duplicated_code,intermediate,Duplicated Code,1,0,67,9,Long Method;Long Parameter List;Magic Numbers/Strings,0,,granite-3b-code,zh
python,duplicated_code_intermediate_007,duplicated_code,intermediate,Duplicated Code,1,0,33,0,,0,,granite-3b-code,zh
python,feature_envy_advanced_001,feature_envy,advanced,Feature Envy,1,0,21,1,Long Method,0,,granite-3b-code,zh
python,feature_envy_advanced_002,feature_envy,advanced,Feature Envy,1,0,18,0,,0,,granite-3b-code,zh
python,feature_envy_advanced_003,feature_envy,advanced,Feature Envy,1,0,17,1,Long Parameter List,0,,granite-3b-code,zh
python,feature_envy_advanced_004,feature_envy,advanced,Feature Envy,1,0,32,1,Long Parameter List,0,,granite-3b-code,zh
python,feature_envy_advanced_005,feature_envy,advanced,Feature Envy,1,0,8,0,,0,,granite-3b-code,zh
python,feature_envy_advanced_006,feature_envy,advanced,Feature Envy,1,0,21,1,Long Method,0,,granite-3b-code,zh
python,feature_envy_basic_001,feature_envy,basic,Feature Envy,1,0,12,1,Long Parameter List,0,,granite-3b-code,zh
python,feature_envy_basic_002,feature_envy,basic,Feature Envy,1,0,16,1,Long Parameter List,0,,granite-3b-code,zh
python,feature_envy_basic_003,feature_envy,basic,Feature Envy,1,0,15,2,Magic Numbers/Strings,0,,granite-3b-code,zh
python,feature_envy_basic_004,feature_envy,basic,Feature Envy,1,0,5,0,,0,,granite-3b-code,zh
python,feature_envy_basic_005,feature_envy,basic,Feature Envy,1,0,42,4,Long Parameter List;Magic Numbers/Strings,0,,granite-3b-code,zh
python,feature_envy_basic_006,feature_envy,basic,Feature Envy,1,0,18,9,Long Parameter List;Magic Numbers/Strings;Switch Statements,0,,granite-3b-code,zh
python,feature_envy_intermediate_001,feature_envy,intermediate,Feature Envy,1,0,11,1,Long Parameter List,0,,granite-3b-code,zh
python,feature_envy_intermediate_002,feature_envy,intermediate,Feature Envy,0,1,13,0,,0,,granite-3b-code,zh
python,feature_envy_intermediate_003,feature_envy,intermediate,Feature Envy,0,1,79,0,,0,,granite-3b-code,zh
python,feature_envy_intermediate_004,feature_envy,intermediate,Feature Envy,1,0,18,1,Long Parameter List,0,,granite-3b-code,zh
python,feature_envy_intermediate_005,feature_envy,intermediate,Feature Envy,1,0,10,1,Long Parameter List,0,,granite-3b-code,zh
python,feature_envy_intermediate_006,feature_envy,intermediate,Feature Envy,1,0,11,1,Long Parameter List,0,,granite-3b-code,zh
python,global_state_advanced_001,global_state,advanced,Global State,1,0,22,0,,0,,granite-3b-code,zh
python,global_state_advanced_002,global_state,advanced,Global State,1,0,190,0,,0,,granite-3b-code,zh
python,global_state_advanced_003,global_state,advanced,Global State,1,0,52,2,Long Parameter List,0,,granite-3b-code,zh
python,global_state_advanced_004,global_state,advanced,Global State,1,0,73,0,,0,,granite-3b-code,zh
python,global_state_advanced_005,global_state,advanced,Global State,1,0,22,0,,0,,granite-3b-code,zh
python,global_state_basic_001,global_state,basic,Global State,1,0,30,0,,0,,granite-3b-code,zh
python,global_state_basic_002,global_state,basic,Global State,1,0,12,0,,0,,granite-3b-code,zh
python,global_state_basic_003,global_state,basic,Global State,1,0,17,0,,0,,granite-3b-code,zh
python,global_state_basic_004,global_state,basic,Global State,1,0,34,0,,0,,granite-3b-code,zh
python,global_state_basic_005,global_state,basic,Global State,1,0,8,0,,0,,granite-3b-code,zh
python,global_state_basic_006,global_state,basic,Global State,1,0,30,0,,0,,granite-3b-code,zh
python,global_state_intermediate_001,global_state,intermediate,Global State,1,0,46,0,,0,,granite-3b-code,zh
python,global_state_intermediate_002,global_state,intermediate,Global State,0,11,31,0,,0,,granite-3b-code,zh
python,global_state_intermediate_003,global_state,intermediate,Global State,0,187,1,0,,0,,granite-3b-code,zh
python,global_state_intermediate_004,global_state,intermediate,Global State,1,0,17,2,Magic Numbers/Strings,0,,granite-3b-code,zh
python,global_state_intermediate_005,global_state,intermediate,Global State,1,0,30,0,,0,,granite-3b-code,zh
python,god_class_advanced_001,god_class,advanced,God Class / Large Class,1,0,37,1,Long Parameter List,1,0,granite-3b-code,zh
python,god_class_advanced_002,god_class,advanced,God Class / Large Class,1,0,50,4,God Class / Large Class;Magic Numbers/Strings,1,1,granite-3b-code,zh
python,god_class_advanced_003,god_class,advanced,God Class / Large Class,1,0,101,3,Long Parameter List,1,0,granite-3b-code,zh
python,god_class_advanced_004,god_class,advanced,God Class / Large Class,1,0,81,0,,1,0,granite-3b-code,zh
python,god_class_advanced_005,god_class,advanced,God Class / Large Class,1,0,32,1,God Class / Large Class,1,1,granite-3b-code,zh
python,god_class_advanced_006,god_class,advanced,God Class / Large Class,1,0,29,0,,1,0,granite-3b-code,zh
python,god_class_basic_001,god_class,basic,God Class / Large Class,1,0,77,7,Long Method;Magic Numbers/Strings,1,0,granite-3b-code,zh
python,god_class_basic_002,god_class,basic,God Class / Large Class,1,0,38,0,,1,0,granite-3b-code,zh
python,god_class_basic_003,god_class,basic,God Class / Large Class,1,0,46,12,Long Parameter List;Magic Numbers/Strings,1,0,granite-3b-code,zh
python,god_class_basic_004,god_class,basic,God Class / Large Class,1,0,72,1,Magic Numbers/Strings,1,0,granite-3b-code,zh
python,god_class_basic_005,god_class,basic,God Class / Large Class,1,0,35,1,Magic Numbers/Strings,1,0,granite-3b-code,zh
python,god_class_basic_006,god_class,basic,God Class / Large Class,1,0,50,2,Magic Numbers/Strings,1,0,granite-3b-code,zh
python,god_class_basic_007,god_class,basic,God Class / Large Class,1,0,20,0,,1,0,granite-3b-code,zh
python,god_class_intermediate_001,god_class,intermediate,God Class / Large Class,1,0,41,4,God Class / Large Class;Magic Numbers/Strings,1,1,granite-3b-code,zh
python,god_class_intermediate_002,god_class,intermediate,God Class / Large Class,1,0,50,2,Long Method;Long Parameter List,1,0,granite-3b-code,zh
python,god_class_intermediate_003,god_class,intermediate,God Class / Large Class,1,0,43,1,Long Parameter List,1,0,granite-3b-code,zh
python,god_class_intermediate_004,god_class,intermediate,God Class / Large Class,1,0,26,0,,1,0,granite-3b-code,zh
python,god_class_intermediate_005,god_class,intermediate,God Class / Large Class,1,0,29,0,,1,0,granite-3b-code,zh
python,god_class_intermediate_006,god_class,intermediate,God Class / Large Class,1,0,41,4,God Class / Large Class;Magic Numbers/Strings,1,1,granite-3b-code,zh
python,god_class_intermediate_007,god_class,intermediate,God Class / Large Class,1,0,50,2,Long Method;Long Parameter List,1,0,granite-3b-code,zh
python,inappropriate_intimacy_advanced_001,inappropriate_intimacy,advanced,Inappropriate Intimacy,1,0,25,0,,0,,granite-3b-code,zh
python,inappropriate_intimacy_advanced_002,inappropriate_intimacy,advanced,Inappropriate Intimacy,1,0,36,1,Magic Numbers/Strings,0,,granite-3b-code,zh
python,inappropriate_intimacy_advanced_003,inappropriate_intimacy,advanced,Inappropriate Intimacy,1,0,71,0,,0,,granite-3b-code,zh
python,inappropriate_intimacy_advanced_004,inappropriate_intimacy,advanced,Inappropriate Intimacy,1,0,29,0,,0,,granite-3b-code,zh
python,inappropriate_intimacy_advanced_005,inappropriate_intimacy,advanced,Inappropriate Intimacy,1,0,53,0,,0,,granite-3b-code,zh
python,inappropriate_intimacy_advanced_006,inappropriate_intimacy,advanced,Inappropriate Intimacy,1,0,25,0,,0,,granite-3b-code,zh
python,inappropriate_intimacy_basic_001,inappropriate_intimacy,basic,Inappropriate Intimacy,1,0,7,0,,0,,granite-3b-code,zh
python,inappropriate_intimacy_basic_002,inappropriate_intimacy,basic,Inappropriate Intimacy,1,0,22,0,,0,,granite-3b-code,zh
python,inappropriate_intimacy_basic_003,inappropriate_intimacy,basic,Inappropriate Intimacy,1,0,20,0,,0,,granite-3b-code,zh
python,inappropriate_intimacy_basic_004,inappropriate_intimacy,basic,Inappropriate Intimacy,1,0,15,0,,0,,granite-3b-code,zh
python,inappropriate_intimacy_basic_005,inappropriate_intimacy,basic,Inappropriate Intimacy,1,0,30,0,,0,,granite-3b-code,zh
python,inappropriate_intimacy_basic_006,inappropriate_intimacy,basic,Inappropriate Intimacy,1,0,7,0,,0,,granite-3b-code,zh
python,inappropriate_intimacy_intermediate_001,inappropriate_intimacy,intermediate,Inappropriate Intimacy,1,0,33,0,,0,,granite-3b-code,zh
python,inappropriate_intimacy_intermediate_002,inappropriate_intimacy,intermediate,Inappropriate Intimacy,1,0,31,0,,0,,granite-3b-code,zh
python,inappropriate_intimacy_intermediate_003,inappropriate_intimacy,intermediate,Inappropriate Intimacy,1,0,29,0,,0,,granite-3b-code,zh
python,inappropriate_intimacy_intermediate_004,inappropriate_intimacy,intermediate,Inappropriate Intimacy,1,0,25,0,,0,,granite-3b-code,zh
