prompt_id,category,level,domain,target_smells,syntax_ok,loc,cc_max,mi,ruff_total,undefined_name,unused_var,n_smells,smells_found,target_covered,target_hit,model,lang
long_method_basic_002,long_method,basic,Finance,Long Method,1,51,4,82.08,3,2,0,1,Long Method,1,1,codellama-7b,fr
long_method_basic_003,long_method,basic,Healthcare,Long Method,1,32,4,89.81,7,3,0,8,Comments (as smell indicator);Dead Code;Long Method;Long Parameter List;Magic Numbers/Strings,1,1,codellama-7b,fr
long_method_basic_004,long_method,basic,Scientific Computing,Long Method,1,54,1,87.66,4,1,0,5,Dead Code;Long Method;Magic Numbers/Strings,1,1,codellama-7b,fr
long_method_basic_005,long_method,basic,General Software,Long Method,1,25,3,96.81,2,1,0,3,Comments (as smell indicator);Long Method;Long Parameter List,1,1,codellama-7b,fr
long_method_basic_006,long_method,basic,E-commerce,Long Method,1,30,5,89.01,7,6,0,3,Comments (as smell indicator);Long Method;Long Parameter List,1,1,codellama-7b,fr
long_method_basic_007,long_method,basic,Finance,Long Method,1,42,6,81.09,3,3,0,1,Long Method,1,1,codellama-7b,fr
long_method_intermediate_001,long_method,intermediate,Healthcare,Long Method,1,25,2,100.0,1,1,0,2,Comments (as smell indicator);Long Method,1,1,codellama-7b,fr
long_method_intermediate_002,long_method,intermediate,Scientific Computing,Long Method,1,62,5,84.33,0,0,0,9,Comments (as smell indicator);Duplicated Code;Long Method;Long Parameter List,1,1,codellama-7b,fr
long_method_intermediate_003,long_method,intermediate,General Software,Long Method,1,59,3,89.53,1,0,0,10,Comments (as smell indicator);Duplicated Code;Long Method,1,1,codellama-7b,fr
long_method_intermediate_004,long_method,intermediate,E-commerce,Long Method,1,37,8,91.08,2,1,0,2,Duplicated Code;Long Method,1,1,codellama-7b,fr
long_method_intermediate_005,long_method,intermediate,Finance,Long Method,1,31,5,87.78,4,0,0,3,Dead Code;Long Method;Long Parameter List,1,1,codellama-7b,fr
long_method_intermediate_006,long_method,intermediate,Healthcare,Long Method,1,64,26,64.84,9,6,0,2,Long Method;Long Parameter List,1,1,codellama-7b,fr
long_method_intermediate_007,long_method,intermediate,Scientific Computing,Long Method,1,25,2,100.0,0,0,0,2,Comments (as smell indicator);Long Method,1,1,codellama-7b,fr
long_parameter_list_advanced_001,long_parameter_list,advanced,General Software,Long Parameter List,0,191,0,,1,0,0,2,Long Method;Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_advanced_002,long_parameter_list,advanced,E-commerce,Long Parameter List,1,75,1,100.0,2,1,0,3,Comments (as smell indicator);Long Method;Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_advanced_003,long_parameter_list,advanced,Finance,Long Parameter List,1,56,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_advanced_004,long_parameter_list,advanced,Healthcare,Long Parameter List,1,63,1,100.0,2,1,0,2,Long Method;Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_advanced_005,long_parameter_list,advanced,Scientific Computing,Long Parameter List,1,31,1,100.0,2,1,0,2,Long Method;Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_advanced_006,long_parameter_list,advanced,General Software,Long Parameter List,0,191,0,,1,0,0,2,Long Method;Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_basic_001,long_parameter_list,basic,E-commerce,Long Parameter List,1,18,1,100.0,2,1,0,2,Long Method;Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_basic_002,long_parameter_list,basic,Finance,Long Parameter List,1,44,4,100.0,1,0,0,3,Long Method;Long Parameter List;Magic Numbers/Strings,1,1,codellama-7b,fr
long_parameter_list_basic_003,long_parameter_list,basic,Healthcare,Long Parameter List,1,38,1,100.0,9,1,0,4,Comments (as smell indicator);Long Method;Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_basic_004,long_parameter_list,basic,Scientific Computing,Long Parameter List,1,15,1,100.0,4,3,0,2,Comments (as smell indicator);Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_basic_005,long_parameter_list,basic,General Software,Long Parameter List,1,71,13,76.33,15,1,0,3,Comments (as smell indicator);Long Method;Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_basic_006,long_parameter_list,basic,E-commerce,Long Parameter List,1,15,1,100.0,1,0,0,1,Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_basic_007,long_parameter_list,basic,Finance,Long Parameter List,0,39,0,,2,0,0,2,Long Method;Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_intermediate_001,long_parameter_list,intermediate,Healthcare,Long Parameter List,1,28,4,100.0,3,2,0,2,Long Method;Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_intermediate_002,long_parameter_list,intermediate,Scientific Computing,Long Parameter List,1,38,18,82.47,4,3,0,2,Long Method;Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_intermediate_003,long_parameter_list,intermediate,General Software,Long Parameter List,1,20,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_intermediate_004,long_parameter_list,intermediate,E-commerce,Long Parameter List,1,123,1,100.0,125,0,0,10,Dead Code;Long Method;Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_intermediate_005,long_parameter_list,intermediate,Finance,Long Parameter List,1,198,1,100.0,89,66,21,11,Comments (as smell indicator);Dead Code;Long Method;Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_intermediate_006,long_parameter_list,intermediate,Healthcare,Long Parameter List,1,28,4,100.0,3,2,0,2,Long Method;Long Parameter List,1,1,codellama-7b,fr
long_parameter_list_intermediate_007,long_parameter_list,intermediate,Scientific Computing,Long Parameter List,1,38,18,82.47,4,3,0,2,Long Method;Long Parameter List,1,1,codellama-7b,fr
magic_numbers_advanced_001,magic_numbers,advanced,Healthcare,Magic Numbers/Strings,1,72,1,75.27,14,11,0,5,Long Method;Long Parameter List;Magic Numbers/Strings;Message Chains,1,1,codellama-7b,fr
magic_numbers_advanced_002,magic_numbers,advanced,Scientific Computing,Magic Numbers/Strings,1,16,1,54.17,0,0,0,1,Long Parameter List,1,0,codellama-7b,fr
magic_numbers_advanced_003,magic_numbers,advanced,General Software,Magic Numbers/Strings,1,39,11,77.4,11,0,0,27,Dead Code;Long Method;Long Parameter List;Magic Numbers/Strings,1,1,codellama-7b,fr
magic_numbers_advanced_004,magic_numbers,advanced,E-commerce,Magic Numbers/Strings,1,38,1,100.0,6,0,0,13,Comments (as smell indicator);Dead Code;Long Method;Long Parameter List;Magic Numbers/Strings,1,1,codellama-7b,fr
magic_numbers_advanced_005,magic_numbers,advanced,Finance,Magic Numbers/Strings,1,42,15,46.86,15,0,0,25,Long Method;Long Parameter List;Magic Numbers/Strings;Switch Statements,1,1,codellama-7b,fr
magic_numbers_advanced_006,magic_numbers,advanced,Healthcare,Magic Numbers/Strings,1,72,1,75.27,14,11,0,5,Long Method;Long Parameter List;Magic Numbers/Strings;Message Chains,1,1,codellama-7b,fr
magic_numbers_basic_001,magic_numbers,basic,E-commerce,Magic Numbers/Strings,1,2,1,85.29,0,0,0,0,,1,0,codellama-7b,fr
magic_numbers_basic_002,magic_numbers,basic,Finance,Magic Numbers/Strings,1,2,1,86.3,2,0,0,1,Magic Numbers/Strings,1,1,codellama-7b,fr
magic_numbers_basic_003,magic_numbers,basic,Healthcare,Magic Numbers/Strings,1,6,1,70.22,0,0,0,2,Magic Numbers/Strings,1,1,codellama-7b,fr
magic_numbers_basic_004,magic_numbers,basic,Scientific Computing,Magic Numbers/Strings,1,6,3,75.07,0,0,0,4,Magic Numbers/Strings,1,1,codellama-7b,fr
magic_numbers_basic_005,magic_numbers,basic,General Software,Magic Numbers/Strings,1,15,7,61.27,8,0,0,7,Magic Numbers/Strings;Switch Statements,1,1,codellama-7b,fr
magic_numbers_basic_006,magic_numbers,basic,E-commerce,Magic Numbers/Strings,1,2,1,85.29,0,0,0,0,,1,0,codellama-7b,fr
magic_numbers_intermediate_001,magic_numbers,intermediate,Finance,Magic Numbers/Strings,1,62,2,44.29,1,0,0,48,Duplicated Code;Magic Numbers/Strings,1,1,codellama-7b,fr
magic_numbers_intermediate_002,magic_numbers,intermediate,Healthcare,Magic Numbers/Strings,0,13,0,,10,0,0,4,Long Parameter List;Magic Numbers/Strings,1,1,codellama-7b,fr
magic_numbers_intermediate_003,magic_numbers,intermediate,Scientific Computing,Magic Numbers/Strings,1,27,17,68.19,15,0,0,18,Long Method;Long Parameter List;Magic Numbers/Strings,1,1,codellama-7b,fr
magic_numbers_intermediate_004,magic_numbers,intermediate,General Software,Magic Numbers/Strings,1,9,1,100.0,2,0,0,7,Long Parameter List;Magic Numbers/Strings,1,1,codellama-7b,fr
magic_numbers_intermediate_005,magic_numbers,intermediate,E-commerce,Magic Numbers/Strings,1,20,1,95.14,0,0,0,4,Comments (as smell indicator);Long Parameter List;Magic Numbers/Strings,1,1,codellama-7b,fr
magic_numbers_intermediate_006,magic_numbers,intermediate,Finance,Magic Numbers/Strings,1,62,2,44.29,1,0,0,48,Duplicated Code;Magic Numbers/Strings,1,1,codellama-7b,fr
message_chains_advanced_001,message_chains,advanced,Finance,Message Chains,1,41,10,87.34,1,0,0,3,Comments (as smell indicator);Long Method;Long Parameter List,1,0,codellama-7b,fr
message_chains_advanced_002,message_chains,advanced,Healthcare,Message Chains,1,66,12,73.81,1,0,0,4,Long Method;Magic Numbers/Strings,1,0,codellama-7b,fr
message_chains_advanced_003,message_chains,advanced,Scientific Computing,Message Chains,1,9,7,73.5,1,1,0,2,Deep Nesting;Message Chains,1,1,codellama-7b,fr
message_chains_advanced_004,message_chains,advanced,General Software,Message Chains,1,5,2,100.0,1,0,0,1,Message Chains,1,1,codellama-7b,fr
message_chains_advanced_005,message_chains,advanced,E-commerce,Message Chains,1,22,1,100.0,0,0,0,2,Long Method;Message Chains,1,1,codellama-7b,fr
message_chains_basic_001,message_chains,basic,E-commerce,Message Chains,1,2,1,100.0,0,0,0,1,Message Chains,1,1,codellama-7b,fr
message_chains_basic_002,message_chains,basic,Finance,Message Chains,1,3,1,100.0,0,0,0,0,,1,0,codellama-7b,fr
message_chains_basic_003,message_chains,basic,Healthcare,Message Chains,1,7,4,100.0,0,0,0,0,,1,0,codellama-7b,fr
message_chains_basic_004,message_chains,basic,Scientific Computing,Message Chains,1,4,1,100.0,0,0,0,0,,1,0,codellama-7b,fr
message_chains_basic_005,message_chains,basic,General Software,Message Chains,1,9,3,100.0,1,0,0,1,Message Chains,1,1,codellama-7b,fr
message_chains_basic_006,message_chains,basic,E-commerce,Message Chains,1,2,1,100.0,0,0,0,1,Message Chains,1,1,codellama-7b,fr
message_chains_intermediate_001,message_chains,intermediate,Finance,Message Chains,1,5,2,79.74,1,0,0,1,Message Chains,1,1,codellama-7b,fr
message_chains_intermediate_002,message_chains,intermediate,Healthcare,Message Chains,1,10,3,71.22,2,0,0,5,Magic Numbers/Strings;Message Chains,1,1,codellama-7b,fr
message_chains_intermediate_003,message_chains,intermediate,Scientific Computing,Message Chains,1,2,1,100.0,0,0,0,1,Message Chains,1,1,codellama-7b,fr
message_chains_intermediate_004,message_chains,intermediate,General Software,Message Chains,1,13,10,63.91,0,0,0,1,Deep Nesting,1,0,codellama-7b,fr
message_chains_intermediate_005,message_chains,intermediate,E-commerce,Message Chains,1,2,1,100.0,0,0,0,1,Message Chains,1,1,codellama-7b,fr
middle_man_advanced_001,middle_man,advanced,Finance,Middle Man,1,67,2,100.0,0,0,0,213,Duplicated Code;God Class / Large Class;Long Parameter List;Middle Man,1,1,codellama-7b,fr
middle_man_advanced_002,middle_man,advanced,Healthcare,Middle Man,1,30,2,100.0,0,0,0,37,Duplicated Code;Long Parameter List;Middle Man,1,1,codellama-7b,fr
middle_man_advanced_003,middle_man,advanced,Scientific Computing,Middle Man,1,22,2,100.0,0,0,0,19,Data Class;Duplicated Code;Long Parameter List;Middle Man,1,1,codellama-7b,fr
middle_man_advanced_004,middle_man,advanced,General Software,Middle Man,1,18,2,100.0,0,0,0,11,Duplicated Code;Long Parameter List;Middle Man,1,1,codellama-7b,fr
middle_man_advanced_005,middle_man,advanced,E-commerce,Middle Man,1,16,3,100.0,5,5,0,5,Global State,1,0,codellama-7b,fr
middle_man_basic_001,middle_man,basic,E-commerce,Middle Man,1,12,2,100.0,0,0,0,8,Data Class;Duplicated Code;Middle Man,1,1,codellama-7b,fr
middle_man_basic_002,middle_man,basic,Finance,Middle Man,1,15,2,100.0,0,0,0,11,Duplicated Code;Middle Man,1,1,codellama-7b,fr
middle_man_basic_003,middle_man,basic,Healthcare,Middle Man,0,128,0,,2,0,0,881,Duplicated Code,1,0,codellama-7b,fr
middle_man_basic_004,middle_man,basic,Scientific Computing,Middle Man,1,15,2,100.0,0,0,0,7,Data Class;Duplicated Code,1,0,codellama-7b,fr
middle_man_basic_005,middle_man,basic,General Software,Middle Man,1,14,2,100.0,0,0,0,7,Duplicated Code;Middle Man,1,1,codellama-7b,fr
middle_man_basic_006,middle_man,basic,E-commerce,Middle Man,1,12,2,100.0,0,0,0,8,Data Class;Duplicated Code;Middle Man,1,1,codellama-7b,fr
middle_man_intermediate_001,middle_man,intermediate,Finance,Middle Man,1,45,2,100.0,0,0,0,108,Data Class;Duplicated Code;God Class / Large Class;Middle Man,1,1,codellama-7b,fr
middle_man_intermediate_002,middle_man,intermediate,Healthcare,Middle Man,1,18,2,100.0,0,0,0,16,Duplicated Code;Middle Man,1,1,codellama-7b,fr
middle_man_intermediate_003,middle_man,intermediate,Scientific Computing,Middle Man,1,24,2,100.0,0,0,0,29,Duplicated Code;Middle Man,1,1,codellama-7b,fr
middle_man_intermediate_004,middle_man,intermediate,General Software,Middle Man,1,15,2,100.0,0,0,0,11,Duplicated Code;Middle Man,1,1,codellama-7b,fr
middle_man_intermediate_005,middle_man,intermediate,E-commerce,Middle Man,1,18,2,100.0,0,0,0,16,Duplicated Code;Middle Man,1,1,codellama-7b,fr
parallel_inheritance_advanced_001,parallel_inheritance,advanced,Finance,Parallel Inheritance Hierarchies,1,99,2,100.0,20,20,0,196,Duplicated Code;Lazy Class;Parallel Inheritance Hierarchies,1,1,codellama-7b,fr
parallel_inheritance_advanced_002,parallel_inheritance,advanced,Healthcare,Parallel Inheritance Hierarchies,1,51,2,100.0,0,0,0,41,Duplicated Code;Lazy Class;Parallel Inheritance Hierarchies,1,1,codellama-7b,fr
parallel_inheritance_advanced_003,parallel_inheritance,advanced,Scientific Computing,Parallel Inheritance Hierarchies,1,99,2,100.0,0,0,0,192,Duplicated Code;Lazy Class;Parallel Inheritance Hierarchies,1,1,codellama-7b,fr
parallel_inheritance_advanced_004,parallel_inheritance,advanced,General Software,Parallel Inheritance Hierarchies,1,53,3,52.11,0,0,0,35,Data Class;Duplicated Code;Lazy Class,1,0,codellama-7b,fr
parallel_inheritance_advanced_005,parallel_inheritance,advanced,E-commerce,Parallel Inheritance Hierarchies,1,99,2,100.0,20,20,0,196,Duplicated Code;Lazy Class;Parallel Inheritance Hierarchies,1,1,codellama-7b,fr
parallel_inheritance_basic_001,parallel_inheritance,basic,E-commerce,Parallel Inheritance Hierarchies,1,49,3,100.0,0,0,0,22,Duplicated Code;Global State;Lazy Class,1,0,codellama-7b,fr
parallel_inheritance_basic_002,parallel_inheritance,basic,Finance,Parallel Inheritance Hierarchies,1,62,3,100.0,0,0,0,33,Data Class;Data Clumps;Duplicated Code;Feature Envy;Global State;Lazy Class;Long Method;Long Parameter List;Magic Numbers/Strings,1,0,codellama-7b,fr
parallel_inheritance_basic_003,parallel_inheritance,basic,Healthcare,Parallel Inheritance Hierarchies,1,46,5,49.87,0,0,0,18,Data Class;Duplicated Code;Lazy Class;Long Parameter List,1,0,codellama-7b,fr
parallel_inheritance_basic_004,parallel_inheritance,basic,Scientific Computing,Parallel Inheritance Hierarchies,1,34,2,100.0,0,0,0,22,Duplicated Code;Lazy Class;Refused Bequest,1,0,codellama-7b,fr
parallel_inheritance_basic_005,parallel_inheritance,basic,General Software,Parallel Inheritance Hierarchies,1,29,2,100.0,0,0,0,17,Data Class;Duplicated Code;Lazy Class,1,0,codellama-7b,fr
parallel_inheritance_basic_006,parallel_inheritance,basic,E-commerce,Parallel Inheritance Hierarchies,1,49,3,100.0,0,0,0,22,Duplicated Code;Global State;Lazy Class,1,0,codellama-7b,fr
parallel_inheritance_intermediate_001,parallel_inheritance,intermediate,Finance,Parallel Inheritance Hierarchies,1,53,2,100.0,0,0,0,32,Data Class;Duplicated Code;Lazy Class;Refused Bequest;Speculative Generality,1,0,codellama-7b,fr
parallel_inheritance_intermediate_002,parallel_inheritance,intermediate,Healthcare,Parallel Inheritance Hierarchies,1,52,2,100.0,0,0,0,57,Duplicated Code,1,0,codellama-7b,fr
parallel_inheritance_intermediate_003,parallel_inheritance,intermediate,Scientific Computing,Parallel Inheritance Hierarchies,1,52,2,100.0,0,0,0,28,Duplicated Code;Global State;Lazy Class,1,0,codellama-7b,fr
parallel_inheritance_intermediate_004,parallel_inheritance,intermediate,General Software,Parallel Inheritance Hierarchies,1,34,2,100.0,6,6,0,29,Data Class;Data Clumps;Duplicated Code;Lazy Class;Long Parameter List,1,0,codellama-7b,fr
parallel_inheritance_intermediate_005,parallel_inheritance,intermediate,E-commerce,Parallel Inheritance Hierarchies,1,60,2,100.0,0,0,0,75,Data Class;Data Clumps;Duplicated Code;Lazy Class;Parallel Inheritance Hierarchies,1,1,codellama-7b,fr
primitive_obsession_advanced_001,primitive_obsession,advanced,Healthcare,Primitive Obsession,1,37,2,100.0,1,0,0,13,Duplicated Code;Long Parameter List;Speculative Generality,0,,codellama-7b,fr
primitive_obsession_advanced_002,primitive_obsession,advanced,Scientific Computing,Primitive Obsession,1,13,2,100.0,1,0,0,4,Data Class;Lazy Class;Long Parameter List,0,,codellama-7b,fr
primitive_obsession_advanced_003,primitive_obsession,advanced,General Software,Primitive Obsession,1,19,1,100.0,1,0,0,2,Comments (as smell indicator);Long Parameter List,0,,codellama-7b,fr
primitive_obsession_advanced_004,primitive_obsession,advanced,E-commerce,Primitive Obsession,1,74,2,57.05,3,2,0,75,Data Class;Duplicated Code;God Class / Large Class;Long Parameter List,0,,codellama-7b,fr
primitive_obsession_advanced_005,primitive_obsession,advanced,Finance,Primitive Obsession,1,37,2,100.0,1,0,0,13,Duplicated Code;Long Parameter List;Speculative Generality,0,,codellama-7b,fr
primitive_obsession_advanced_006,primitive_obsession,advanced,Healthcare,Primitive Obsession,1,13,2,100.0,1,0,0,4,Data Class;Lazy Class;Long Parameter List,0,,codellama-7b,fr
primitive_obsession_basic_001,primitive_obsession,basic,E-commerce,Primitive Obsession,1,3,1,100.0,0,0,0,1,Long Parameter List,0,,codellama-7b,fr
primitive_obsession_basic_002,primitive_obsession,basic,Finance,Primitive Obsession,1,2,1,100.0,0,0,0,0,,0,,codellama-7b,fr
primitive_obsession_basic_003,primitive_obsession,basic,Healthcare,Primitive Obsession,1,2,1,100.0,0,0,0,0,,0,,codellama-7b,fr
primitive_obsession_basic_004,primitive_obsession,basic,Scientific Computing,Primitive Obsession,1,3,1,100.0,0,0,0,0,,0,,codellama-7b,fr
primitive_obsession_basic_005,primitive_obsession,basic,General Software,Primitive Obsession,1,8,2,100.0,1,0,0,0,,0,,codellama-7b,fr
primitive_obsession_basic_006,primitive_obsession,basic,E-commerce,Primitive Obsession,1,2,1,100.0,0,0,0,0,,0,,codellama-7b,fr
primitive_obsession_intermediate_001,primitive_obsession,intermediate,Finance,Primitive Obsession,1,39,2,100.0,3,0,0,13,Data Class;Deep Nesting;Duplicated Code;Global State;Long Method;Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,fr
primitive_obsession_intermediate_002,primitive_obsession,intermediate,Healthcare,Primitive Obsession,1,12,2,100.0,1,0,0,5,Data Class;Duplicated Code;Lazy Class;Long Parameter List,0,,codellama-7b,fr
primitive_obsession_intermediate_003,primitive_obsession,intermediate,Scientific Computing,Primitive Obsession,1,11,1,100.0,0,0,0,1,Long Parameter List,0,,codellama-7b,fr
primitive_obsession_intermediate_004,primitive_obsession,intermediate,General Software,Primitive Obsession,1,24,5,60.13,0,0,0,6,Data Clumps;Duplicated Code;Long Parameter List;Message Chains,0,,codellama-7b,fr
primitive_obsession_intermediate_005,primitive_obsession,intermediate,E-commerce,Primitive Obsession,1,12,2,100.0,1,0,0,5,Data Class;Duplicated Code;Lazy Class;Long Parameter List,0,,codellama-7b,fr
primitive_obsession_intermediate_006,primitive_obsession,intermediate,Finance,Primitive Obsession,1,39,2,100.0,3,0,0,13,Data Class;Deep Nesting;Duplicated Code;Global State;Long Method;Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,fr
refused_bequest_advanced_001,refused_bequest,advanced,Finance,Refused Bequest,1,48,2,100.0,2,1,0,100,Duplicated Code;God Class / Large Class;Long Parameter List;Refused Bequest;Speculative Generality,1,1,codellama-7b,fr
refused_bequest_advanced_002,refused_bequest,advanced,Healthcare,Refused Bequest,1,15,2,100.0,1,1,0,12,Duplicated Code;Refused Bequest;Speculative Generality,1,1,codellama-7b,fr
refused_bequest_advanced_003,refused_bequest,advanced,Scientific Computing,Refused Bequest,1,24,3,100.0,2,1,0,12,Duplicated Code;Long Parameter List,1,0,codellama-7b,fr
refused_bequest_advanced_004,refused_bequest,advanced,General Software,Refused Bequest,1,8,2,100.0,1,1,0,2,Data Class;Lazy Class,1,0,codellama-7b,fr
refused_bequest_advanced_005,refused_bequest,advanced,E-commerce,Refused Bequest,1,18,2,100.0,1,1,0,12,Duplicated Code;Refused Bequest;Speculative Generality,1,1,codellama-7b,fr
refused_bequest_basic_001,refused_bequest,basic,E-commerce,Refused Bequest,1,18,2,68.44,1,0,0,1,Duplicated Code,1,0,codellama-7b,fr
refused_bequest_basic_002,refused_bequest,basic,Finance,Refused Bequest,1,78,2,100.0,2,0,0,99,Duplicated Code;God Class / Large Class,1,0,codellama-7b,fr
refused_bequest_basic_003,refused_bequest,basic,Healthcare,Refused Bequest,1,14,2,100.0,1,1,0,4,Duplicated Code;Refused Bequest;Speculative Generality,1,1,codellama-7b,fr
refused_bequest_basic_004,refused_bequest,basic,Scientific Computing,Refused Bequest,1,12,2,100.0,1,1,0,5,Duplicated Code;Refused Bequest;Speculative Generality,1,1,codellama-7b,fr
refused_bequest_basic_005,refused_bequest,basic,General Software,Refused Bequest,1,12,2,100.0,1,1,0,2,Refused Bequest;Speculative Generality,1,1,codellama-7b,fr
refused_bequest_basic_006,refused_bequest,basic,E-commerce,Refused Bequest,1,18,2,68.44,1,0,0,1,Duplicated Code,1,0,codellama-7b,fr
refused_bequest_intermediate_001,refused_bequest,intermediate,Finance,Refused Bequest,1,12,2,100.0,1,1,0,7,Duplicated Code;Refused Bequest;Speculative Generality,1,1,codellama-7b,fr
refused_bequest_intermediate_002,refused_bequest,intermediate,Healthcare,Refused Bequest,1,15,2,100.0,1,1,0,6,Duplicated Code;Refused Bequest;Speculative Generality,1,1,codellama-7b,fr
refused_bequest_intermediate_003,refused_bequest,intermediate,Scientific Computing,Refused Bequest,1,13,2,100.0,1,1,0,5,Duplicated Code;Refused Bequest;Speculative Generality,1,1,codellama-7b,fr
refused_bequest_intermediate_004,refused_bequest,intermediate,General Software,Refused Bequest,1,15,2,100.0,1,1,0,8,Duplicated Code;Long Parameter List;Refused Bequest;Speculative Generality,1,1,codellama-7b,fr
refused_bequest_intermediate_005,refused_bequest,intermediate,E-commerce,Refused Bequest,1,15,2,100.0,1,1,0,2,Refused Bequest;Speculative Generality,1,1,codellama-7b,fr
shotgun_surgery_advanced_001,shotgun_surgery,advanced,Finance,Shotgun Surgery,1,158,10,55.01,12,7,0,28,Data Class;Duplicated Code;Feature Envy;Lazy Class;Long Method;Magic Numbers/Strings,0,,codellama-7b,fr
shotgun_surgery_advanced_002,shotgun_surgery,advanced,Healthcare,Shotgun Surgery,1,72,2,100.0,0,0,0,4,Comments (as smell indicator);Duplicated Code;Long Method,0,,codellama-7b,fr
shotgun_surgery_advanced_003,shotgun_surgery,advanced,Scientific Computing,Shotgun Surgery,1,113,2,100.0,12,10,0,60,Dead Code;Duplicated Code;Global State;God Class / Large Class;Long Method;Magic Numbers/Strings;Speculative Generality,0,,codellama-7b,fr
shotgun_surgery_advanced_004,shotgun_surgery,advanced,General Software,Shotgun Surgery,1,107,2,79.54,2,0,0,71,Data Class;Duplicated Code;Lazy Class;Long Method,0,,codellama-7b,fr
shotgun_surgery_advanced_005,shotgun_surgery,advanced,E-commerce,Shotgun Surgery,1,73,2,100.0,1,0,0,51,Duplicated Code;Long Parameter List,0,,codellama-7b,fr
shotgun_surgery_basic_001,shotgun_surgery,basic,E-commerce,Shotgun Surgery,1,16,1,100.0,0,0,0,10,Duplicated Code,0,,codellama-7b,fr
shotgun_surgery_basic_002,shotgun_surgery,basic,Finance,Shotgun Surgery,1,41,3,100.0,8,8,0,14,Data Class;Data Clumps;Feature Envy;Lazy Class;Long Method;Long Parameter List,0,,codellama-7b,fr
shotgun_surgery_basic_003,shotgun_surgery,basic,Healthcare,Shotgun Surgery,1,85,3,44.37,0,0,0,229,Duplicated Code;Long Parameter List;Middle Man,0,,codellama-7b,fr
shotgun_surgery_basic_004,shotgun_surgery,basic,Scientific Computing,Shotgun Surgery,1,51,3,55.61,1,1,0,29,Duplicated Code;Lazy Class,0,,codellama-7b,fr
shotgun_surgery_basic_005,shotgun_surgery,basic,General Software,Shotgun Surgery,0,208,0,,1,0,0,740,Duplicated Code;Magic Numbers/Strings,0,,codellama-7b,fr
shotgun_surgery_basic_006,shotgun_surgery,basic,E-commerce,Shotgun Surgery,1,16,1,100.0,0,0,0,10,Duplicated Code,0,,codellama-7b,fr
shotgun_surgery_intermediate_001,shotgun_surgery,intermediate,Finance,Shotgun Surgery,0,84,0,,31,0,0,10,Duplicated Code;Long Method;Long Parameter List;Magic Numbers/Strings,0,,codellama-7b,fr
shotgun_surgery_intermediate_002,shotgun_surgery,intermediate,Healthcare,Shotgun Surgery,1,69,3,45.41,1,1,0,42,Data Class;Duplicated Code;Lazy Class,0,,codellama-7b,fr
shotgun_surgery_intermediate_003,shotgun_surgery,intermediate,Scientific Computing,Shotgun Surgery,1,101,3,66.95,0,0,0,73,Data Class;Duplicated Code;Lazy Class;Long Parameter List,0,,codellama-7b,fr
shotgun_surgery_intermediate_004,shotgun_surgery,intermediate,General Software,Shotgun Surgery,0,349,0,,2,0,0,2823,Duplicated Code,0,,codellama-7b,fr
shotgun_surgery_intermediate_005,shotgun_surgery,intermediate,E-commerce,Shotgun Surgery,0,151,0,,1,0,0,0,,0,,codellama-7b,fr
speculative_generality_advanced_001,speculative_generality,advanced,Finance,Speculative Generality,1,118,0,100.0,118,0,0,8,Dead Code,1,0,codellama-7b,fr
speculative_generality_advanced_002,speculative_generality,advanced,Healthcare,Speculative Generality,1,65,0,100.0,5,0,0,5,Dead Code,1,0,codellama-7b,fr
speculative_generality_advanced_003,speculative_generality,advanced,Scientific Computing,Speculative Generality,1,94,5,38.49,20,8,0,27,Dead Code;Duplicated Code;Long Method;Magic Numbers/Strings;Message Chains;Switch Statements;Temporary Field,1,0,codellama-7b,fr
speculative_generality_advanced_004,speculative_generality,advanced,General Software,Speculative Generality,1,80,2,100.0,9,0,0,13,Dead Code;Feature Envy;Global State;God Class / Large Class;Long Method;Magic Numbers/Strings,1,0,codellama-7b,fr
speculative_generality_advanced_005,speculative_generality,advanced,E-commerce,Speculative Generality,1,118,0,100.0,118,0,0,8,Dead Code,1,0,codellama-7b,fr
speculative_generality_basic_001,speculative_generality,basic,E-commerce,Speculative Generality,1,26,2,100.0,0,0,0,10,Data Class;Duplicated Code;Refused Bequest;Temporary Field,1,0,codellama-7b,fr
